dropzone_id,action_rank,operator_priority,row_rank,benchmark_id,target_id,scope,evidence_class,template_column,source_row_fill_csv,current_value,recommended_value,intake_status,patch_status,blocker,dry_run_csv,dry_run_md,next_action
priority_014_REQUIRED_COMPLEX_004,391,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,target_identity,benchmark_id,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,hist_REQUIRED_COMPLEX_004,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_014_REQUIRED_COMPLEX_004,392,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,target_identity,target_id,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,REQUIRED_COMPLEX_004,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_014_REQUIRED_COMPLEX_004,393,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,core_file,prediction_pdb,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_004_prediction.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_014_REQUIRED_COMPLEX_004,394,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,core_file,native_pdb,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_004_native.pdb,,awaiting_dropzone_file,awaiting_evidence,awaiting_dropzone_file,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_014_REQUIRED_COMPLEX_004,395,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,provenance,leakage_clearance,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,REQUIRED_NO_LEAK_CLEARANCE,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_014_REQUIRED_COMPLEX_004,396,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,provenance,prediction_method,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,REQUIRED_INTERNAL_METHOD,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_014_REQUIRED_COMPLEX_004,397,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,provenance,prediction_created_at,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,YYYY-MM-DD,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_014_REQUIRED_COMPLEX_004,398,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,provenance,native_release_date,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,YYYY-MM-DD,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_014_REQUIRED_COMPLEX_004,399,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,provenance,prediction_generated_before_native_release,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,REQUIRED_TRUE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
priority_014_REQUIRED_COMPLEX_004,400,14,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,provenance,public_template_or_native_used_for_prediction,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/row_fill.csv,REQUIRED_FALSE_CONFIRMATION,,awaiting_operator_value,awaiting_evidence,awaiting_operator_value,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.csv,casp17/competitive_floor_batch_current/priority_014_REQUIRED_COMPLEX_004/ROW_FILL_PATCH_DRY_RUN.md,"provide the missing cleared evidence, then rerun intake and this patch gate"
